x,y,z
10.783998982264599,-1.644241741911678,5
12.033114716764011,-2.2438172944713983,5
13.032407304363545,-2.8933574764110936,5
14.131629150723029,-3.2431098820709288,5
15.230850997082513,-4.192437840290484,5
15.730497290882283,-4.4922256165703445,5
16.380037472821975,-5.241695057269993,5
17.129506913521624,-5.691376721689782,5
17.878976354221273,-6.191023015489549,5
18.478551906780993,-6.690669309289316,5
19.178056718100663,-7.540068008748921,5
19.777632270660384,-8.039714302548685,5
20.327243193840125,-8.539360596348452,5
20.876854117019867,-8.939077631388265,5
21.126677263919753,-9.638582442707936,5
21.826182075239423,-10.188193365887681,5
22.325828369039186,-10.837733547827376,5
22.725545404079,-11.387344471007118,5
23.32512095663872,-12.336672429226674,5
23.32512095663872,-12.336672429226674,5
23.574944103538606,-12.98621261116637,5
23.92469650919844,-13.685717422486043,5
24.424342802998204,-14.335257604425738,5
25.023918355557925,-15.18465630388534,5
25.27374150245781,-15.934125744584989,5
25.523564649357695,-16.633630555904663,5
25.773387796257573,-17.782817031644125,5
25.97324631377748,-18.832074248623634,5
25.97324631377748,-19.531579059943304,5
25.87331705501753,-20.38097775940291,5
25.87331705501753,-21.0305179413426,5
25.623493908117645,-21.73002275266228,5
25.423635390597738,-22.179704417082064,5
24.874024467417996,-23.178997004681598,5
24.224484285478304,-23.82853718662129,5
23.674873362298563,-24.328183480421057,5
23.22519169787877,-24.927759032980777,5
22.975368550978885,-25.42740532678054,5
22.5256868865591,-26.07694550872024,5
22.225899110279236,-26.62655643189998,5
22.076005222139308,-27.12620272569975,5
21.77621744585945,-27.775742907639444,5
21.676288187099495,-28.725070865859,5
21.77621744585945,-29.32464641841872,5
21.77621744585945,-29.724363453458533,5
21.97607596337936,-30.273974376638275,5
22.225899110279236,-31.37319622299776,5
22.225899110279236,-32.02273640493746,5
22.375792998419172,-32.92209973377703,5
22.57565151593908,-33.62160454509671,5
22.775510033458986,-34.22118009765643,5
23.12526243911882,-34.670861762076214,5
22.975368550978885,-35.96994212595561,5
23.025333180358864,-36.519553049135354,5
23.025333180358864,-37.31898711921498,5
22.975368550978885,-38.31827970681451,5
22.775510033458986,-39.21764303565409,5
22.325828369039193,-39.96711247635373,5
21.97607596337936,-40.71658191705339,5
21.42646504019961,-41.56598061651299,5
20.826889487639896,-42.31545005721264,5
20.02745541756027,-43.064919497912285,5
18.828304312440828,-43.664495050472006,5
17.978905612981222,-44.01424745613184,5
17.079542284141645,-44.3140352324117,5
16.67982524910183,-44.363999861791676,5
16.08024969654211,-44.01424745613184,5
15.080957108942577,-43.61453042109203,5
15.080957108942577,-43.61453042109203,5
14.181593780103,-43.214813386052214,5
13.482088968783323,-42.6152378334925,5
12.88251341622361,-41.51601598713301,5
12.532761010563767,-40.466758770153504,5
12.183008604903932,-39.817218588213805,5
11.683362311104169,-38.31827970681451,5
11.533468422964233,-37.318987119214974,5
11.833256199244097,-38.71799674185432,5
11.483503793584262,-35.919977496575626,5
11.383574534824305,-35.02061416773605,5
11.63339768172419,-33.87142769199659,5
11.783291569864119,-32.87213510439705,5
11.583433052344212,-31.77291325803757,5
11.433539164204284,-30.87354992919799,5
11.433539164204284,-30.074115859118365,5
11.383574534824305,-29.174752530278784,5
11.03382212916447,-27.77574290763944,5
11.183716017304398,-28.52521234833909,5
10.534175835364707,-26.826414949419885,5
9.83467102404503,-25.97701624996028,5
8.635519918925588,-25.27751143864061,5
7.936015107605918,-25.127617550500673,5
7.436368813806155,-24.72790051546086,5
6.636934743726528,-24.328183480421046,5
5.7375714148869505,-24.12832496290114,5
4.988101974187295,-23.828537186621283,5
4.138703274727696,-23.42882015158147,5
3.2893045752680905,-23.07906774592163,5
2.339976617048535,-22.779279969641774,5
1.3906486588289795,-22.37956293460196,5
0.1914975537095387,-22.279633675842007,5
-0.6579011457500599,-21.929881270182168,5
-1.8070876214895222,-21.730022752662265,5
-2.656486320949128,-21.77998738204224,5
-2.6065216915691494,-22.02981052894212,5
-3.5058850204087335,-21.929881270182168,5
-4.105460572968454,-22.279633675842007,5
-4.705036125528174,-22.52945682274189,5
-4.9548592724280525,-23.12903237530161,5
-5.75429334250768,-23.67864329848135,5
-6.104045748167515,-24.378148109801025,5
-6.553727412587307,-25.0776529211207,5
-6.703621300727235,-25.727193103060394,5
-6.95344444762712,-26.326768655620114,5
-7.003409077007099,-26.876379578799856,5
-7.003409077007099,-27.82570753701941,5
-7.103338335767049,-28.675106236479014,5
-7.003409077007099,-29.47454030655864,5
-6.903479818247142,-30.22400974725829,5
-6.753585930107214,-30.873549929197985,5
-6.703621300727235,-31.373196222997752,5
-6.603692041967285,-31.922807146177494,5
-6.45379815382735,-32.822170475017074,5
-6.25393963630745,-33.67156917447667,5
-6.154010377547493,-34.4710032445563,5
-5.9541518600275865,-35.320401944015906,5
-5.854222601267637,-36.019906755335576,5
-5.75429334250768,-36.51955304913534,5
-5.554434824987773,-37.31898711921497,5
-5.454505566227823,-38.118421189294594,5
-5.4045409368478445,-38.668032112474336,5
-5.254647048707916,-39.66732470007387,5
-4.804965384288124,-40.616652658293425,5
-4.455212978628282,-41.51601598713302,5
-4.205389831728404,-42.26548542783266,5
-3.9555666848285185,-43.36470727419215,5
-3.6557789085486547,-44.01424745613184,5
-3.106167985368913,-44.7637168968315,5
-2.5065924328091924,-45.613115596291095,5
-1.9569815096294505,-46.01283263133091,5
-1.0576181807898735,-46.61240818389063,5
0.1914975537095458,-47.511771512730206,5
1.0408962531691444,-48.161311694669905,5
1.5905071763488934,-48.6109933590897,5
2.2900119876685636,-49.11063965288946,5
3.239339945888119,-49.76017983482916,5
3.7389862396878826,-50.35975538738888,5
4.53842030976751,-51.00929556932857,5
5.237925121087187,-51.558906492508314,5
6.037359191166814,-52.30837593320797,5
6.586970114346556,-52.90795148576768,5
7.2864749256662265,-53.50752703832741,5
7.786121219465997,-54.20703184964708,5
8.235802883885782,-54.85657203158678,5
8.735449177685553,-55.35621832538654,5
9.235095471485316,-55.855864619186306,5
9.884635653425015,-56.505404801126005,5
10.184423429704871,-57.50469738872553,5
10.684069723504642,-58.104272941285245,5
10.684069723504642,-58.65388386446499,5
11.233680646684384,-59.453317934544614,5
11.53346842296424,-60.10285811648431,5
12.133043975523961,-61.00222144532389,5
12.532761010563775,-61.70172625664357,5
12.832548786843638,-62.80094810300305,5
12.732619528083681,-63.5504175437027,5
12.832548786843638,-64.05006383750246,5
12.932478045603588,-65.09932105448198,5
12.932478045603588,-65.64893197766172,5
12.532761010563775,-66.44836604774135,5
12.033114716764011,-66.89804771216113,5
11.083786758544456,-67.34772937658093,5
10.1344588003249,-67.44765863534087,5
9.584847877145151,-67.59755252348081,5
8.785413807065531,-67.89734029976067,5
8.085908995745854,-68.14716344666056,5
6.2871823380666925,-68.19712807604053,5
7.336439555046205,-68.2470927054205,5
7.036651778766348,-68.2470927054205,5
5.537712897367044,-68.19712807604053,5
4.888172715427352,-67.64751715286079,5
4.43849105100756,-67.8473756703807,5
3.788950869067861,-67.64751715286079,5
3.0394814283682123,-67.197835488441,5
1.7404010644888217,-66.64822456526124,5
2.2900119876685636,-67.09790622968104,5
1.1408255119291084,-66.09861364208149,5
0.29142681246950275,-65.44907346014179,5
-0.358113369470189,-64.999391795722,5
-0.7578304045100026,-64.44978087254226,5
-1.2574766983097732,-63.800240690602564,5
-2.0569107683894003,-63.00080662052294,5
-2.356698544669257,-62.451195697343195,5
-2.806380209089049,-61.801655515403496,5
-3.0562033559889272,-61.1521153334638,5
-3.5058850204087193,-60.5025751515241,5
-3.9555666848285114,-59.70314108144448,5
-4.355283719868325,-58.95367164074483,5
-4.80496538428811,-58.204202200045174,5
-5.2046824193279235,-57.3048388712056,5
-5.504470195607787,-56.55536943050595,5
-5.804257971887644,-55.556076842906414,5
-6.104045748167508,-55.00646591972667,5
-6.503762783207321,-54.25699647902702,5
-6.753585930107199,-53.75735018522725,5
-7.153302965147013,-52.907951485767654,5
-7.453090741426877,-52.208446674447984,5
-7.802843147086712,-51.65883575126824,5
-8.202560182126525,-50.70950779304868,5
-8.45238332902641,-50.01000298172901,5
