elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
8.45605,0.958596,1.13245,0.370141,-12.2366,-17.4817,2.77546,22.8167,2.40532,3.59664,0,0.27535,4.30665,0.235377,0.223586,275.209991,229.229996,252.219994,621.000000,210.171,223.142,216.657,799.964,-35.5633,178.964
8.4761,1.35592,1.29434,0.392571,-12.5751,-17.378,2.79483,23.2965,2.40226,3.59664,0,0.328103,4.41118,0.28483,0.275852,215.440002,229.440002,222.440002,621.000000,214.208,230.317,222.262,822.221,-0.177738,201.221
8.49623,1.7916,1.49743,0.416036,-12.9206,-17.285,2.81917,23.8585,2.40313,4.99147,0,0.370376,4.50755,0.36293,0.339618,215.440002,229.440002,222.440002,866.000000,217.939,238.2,228.069,840.442,5.62944,-25.5585
8.51612,2.16308,1.669,0.45139,-13.276,-17.2062,2.8498,24.3852,2.39841,4.99147,0,0.50332,4.59425,0.447828,0.418111,224.500000,242.809998,233.654999,866.000000,221.44,245.97,233.705,857.168,0.0503436,-8.83245
8.53611,2.50103,1.85208,0.490918,-13.6279,-17.1455,2.88469,24.9209,2.39377,4.99147,0,0.570736,4.24737,0.476438,0.439045,224.500000,242.809998,233.654999,866.000000,204.689,230.817,217.753,735.265,-15.9016,-130.735
8.5562,2.77962,2.02986,0.535566,-13.9541,-17.104,2.91956,25.4189,2.38399,3.61897,0,0.6161,3.83544,0.431163,0.411792,243.809998,234.960007,239.385002,647.000000,184.783,209.013,196.898,663.357,-42.4868,16.3567
8.57612,3.06432,2.22467,0.587444,-14.2445,-17.077,2.95066,25.9258,2.36321,3.61897,0,0.530701,3.42292,0.389005,0.364454,243.809998,234.960007,239.385002,647.000000,164.964,186.418,175.691,592.793,-63.6937,-54.207
8.59619,3.31222,2.4376,0.623451,-14.5137,-17.0593,2.97879,26.4177,2.35534,3.61897,0,0.527253,3.40073,0.369305,0.366481,178.520004,204.720001,191.620003,647.000000,163.733,184.215,173.974,626.731,-17.6461,-20.2689
8.61618,3.62044,2.70177,0.665605,-14.7938,-17.0481,3.0073,27.0027,2.34169,4.98756,0,0.469116,3.4834,0.385515,0.352988,178.520004,204.720001,191.620003,866.000000,167.522,188.583,178.052,649.32,-13.5678,-216.68
8.63617,3.9212,2.94756,0.705533,-15.0773,-17.0456,3.03671,27.5802,2.33118,4.98756,0,0.525743,3.56305,0.409422,0.37271,177.679993,211.649994,194.664993,866.000000,171.392,193.314,182.353,664.327,-12.3119,-201.673
8.65617,4.10365,3.15881,0.737554,-15.3601,-17.0516,3.06625,28.0589,2.32869,4.98756,0,0.482715,3.34257,0.375309,0.348996,177.679993,211.649994,194.664993,866.000000,161.26,181.948,171.604,574.439,-23.0612,-291.561
8.67622,4.24174,3.33437,0.775311,-15.6115,-17.064,3.09253,28.4648,2.31722,2.54585,0,0.47018,2.93433,0.314863,0.299452,167.630005,195.369995,181.500000,460.000000,141.437,159.218,150.327,509.699,-31.1727,49.6988
