x,y,z,intensity,ring,angle_deg,range
-22.7213,-51.6993,-1.17009,14,15,-113.725,56.484
-13.7482,-49.9398,-1.37807,8,16,-105.392,51.816
-17.8387,-50.2132,-1.73421,12,17,-109.558,53.316
-22.1916,-50.4939,-2.11979,8,18,-113.725,55.196
-11.106,-40.3422,-1.85323,1,19,-105.392,41.884
-12.2101,-34.3696,-1.83236,1,20,-109.558,36.52
-13.488,-30.6901,-1.88069,1,21,-113.725,33.576
-6.83688,-24.8346,-1.59711,3,22,-105.392,25.808
-7.93697,-22.3414,-1.61051,3,23,-109.558,23.764
-8.77145,-19.9583,-1.60897,3,24,-113.725,21.86
-4.81224,-17.4802,-1.44473,5,25,-105.392,18.188
-5.71156,-16.0772,-1.46059,6,26,-109.558,17.124
-6.50214,-14.7947,-1.4784,5,27,-113.725,16.228
-3.73117,-13.5533,-1.36894,5,28,-105.392,14.124
-4.50069,-12.6688,-1.38864,7,29,-109.558,13.516
-3.73015,-10.4998,-1.34822,6,30,-109.558,11.224
-3.16468,-8.9081,-1.31094,6,31,-109.558,9.544
-2.76097,-7.77172,-1.29094,8,32,-109.558,8.348
-2.46027,-6.92531,-1.28015,8,33,-109.558,7.46
-2.20267,-6.20019,-1.26326,12,34,-109.558,6.7
-1.99858,-5.62571,-1.2518,13,35,-109.558,6.1
-1.81886,-5.11983,-1.23542,13,36,-109.558,5.572
-1.68165,-4.7336,-1.23071,11,37,-109.558,5.172
-1.19588,-3.36624,-1.21091,4,38,-109.558,3.772
-0.851347,-2.39642,-1.17149,13,39,-109.558,2.8
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-20.5594,-57.8716,2.35073,2,5,-109.558,61.46
-25.5582,-58.1543,2.05399,5,6,-113.725,63.556
-15.3456,-55.7421,1.52907,16,7,-105.392,57.836
-19.7949,-55.7198,1.21487,13,8,-109.558,59.144
-24.4295,-55.5861,0.889152,13,9,-113.725,60.724
-14.8057,-53.7811,0.487752,15,10,-105.392,55.784
-19.1268,-53.8392,0.163527,10,11,-109.558,57.136
-23.6483,-53.8084,-0.177437,14,12,-113.725,58.776
-14.328,-52.0457,-0.481435,16,13,-105.392,53.984
-18.4674,-51.983,-0.817485,11,14,-109.558,55.172
-22.7213,-51.6993,-1.17009,14,15,-113.725,56.484
-13.7482,-49.9398,-1.37807,8,16,-105.392,51.816
-17.8387,-50.2132,-1.73421,12,17,-109.558,53.316
-22.1916,-50.4939,-2.11979,8,18,-113.725,55.196
-11.106,-40.3422,-1.85323,1,19,-105.392,41.884
-12.2101,-34.3696,-1.83236,1,20,-109.558,36.52
-13.488,-30.6901,-1.88069,1,21,-113.725,33.576
-6.83688,-24.8346,-1.59711,3,22,-105.392,25.808
-7.93697,-22.3414,-1.61051,3,23,-109.558,23.764
-8.77145,-19.9583,-1.60897,3,24,-113.725,21.86
-4.81224,-17.4802,-1.44473,5,25,-105.392,18.188
-5.71156,-16.0772,-1.46059,6,26,-109.558,17.124
-6.50214,-14.7947,-1.4784,5,27,-113.725,16.228
-3.73117,-13.5533,-1.36894,5,28,-105.392,14.124
-4.50069,-12.6688,-1.38864,7,29,-109.558,13.516
-3.73015,-10.4998,-1.34822,6,30,-109.558,11.224
-3.16468,-8.9081,-1.31094,6,31,-109.558,9.544
-2.76097,-7.77172,-1.29094,8,32,-109.558,8.348
-2.46027,-6.92531,-1.28015,8,33,-109.558,7.46
-2.20267,-6.20019,-1.26326,12,34,-109.558,6.7
-1.99858,-5.62571,-1.2518,13,35,-109.558,6.1
-1.81886,-5.11983,-1.23542,13,36,-109.558,5.572
-1.68165,-4.7336,-1.23071,11,37,-109.558,5.172
-1.19588,-3.36624,-1.21091,4,38,-109.558,3.772
-0.851347,-2.39642,-1.17149,13,39,-109.558,2.8
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-43.2358,-120.369,4.89546,3,5,-109.758,127.992
-63.9803,-144.21,5.10129,3,6,-113.925,157.848
-15.5659,-55.7806,1.5316,14,7,-105.592,57.932
-20.0028,-55.688,1.2157,15,8,-109.758,59.184
-24.7029,-55.6796,0.892022,13,9,-113.925,60.92
-15.017,-53.8139,0.488521,15,10,-105.592,55.872
-19.3403,-53.8436,0.163744,10,11,-109.758,57.212
-23.8943,-53.8572,-0.177872,14,12,-113.925,58.92
-14.5364,-52.0916,-0.482327,15,13,-105.592,54.084
-18.6704,-51.9785,-0.818433,12,14,-109.758,55.236
-22.9227,-51.6672,-1.17117,14,15,-113.925,56.536
-13.9408,-49.957,-1.37988,9,16,-105.592,51.884
-18.0449,-50.2372,-1.7372,12,17,-109.758,53.408
-22.4082,-50.5075,-2.12363,8,18,-113.925,55.296
-11.2479,-40.307,-1.85341,1,19,-105.592,41.888
-12.357,-34.4019,-1.83638,1,20,-109.758,36.6
-13.5384,-30.5151,-1.87284,1,21,-113.925,33.436
-6.96109,-24.9452,-1.60577,3,22,-105.592,25.948
-8.02435,-22.3399,-1.61241,3,23,-109.758,23.792
-8.86534,-19.9822,-1.61338,3,24,-113.925,21.92
-4.88073,-17.4902,-1.44695,5,25,-105.592,18.216
-5.77168,-16.0684,-1.46161,6,26,-109.758,17.136
-6.55213,-14.7683,-1.47803,4,27,-113.925,16.224
-3.77739,-13.5364,-1.36855,5,28,-105.592,14.12
-4.54623,-12.6567,-1.38905,6,29,-109.758,13.52
-3.75738,-10.4606,-1.34486,7,30,-109.758,11.196
-3.20245,-8.91564,-1.31369,6,31,-109.758,9.564
-2.7961,-7.78435,-1.29465,7,32,-109.758,8.372
-2.4871,-6.92409,-1.28152,7,33,-109.758,7.468
-2.22961,-6.20726,-1.26628,7,34,-109.758,6.716
-2.02615,-5.64081,-1.25673,7,35,-109.758,6.124
-1.83804,-5.11712,-1.2363,15,36,-109.758,5.576
-1.69816,-4.7277,-1.23071,11,37,-109.758,5.172
-1.19994,-3.34065,-1.20321,11,38,-109.758,3.748
-0.87076,-2.4242,-1.18655,11,39,-109.758,2.836
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-20.7842,-57.8634,2.35333,2,5,-109.758,61.528
-25.753,-58.0465,2.05334,1,6,-113.925,63.536
-15.5659,-55.7806,1.5316,14,7,-105.592,57.932
-20.0028,-55.688,1.2157,15,8,-109.758,59.184
-24.7029,-55.6796,0.892022,13,9,-113.925,60.92
-15.017,-53.8139,0.488521,15,10,-105.592,55.872
-19.3403,-53.8436,0.163744,10,11,-109.758,57.212
-23.8943,-53.8572,-0.177872,14,12,-113.925,58.92
-14.5364,-52.0916,-0.482327,15,13,-105.592,54.084
-18.6704,-51.9785,-0.818433,12,14,-109.758,55.236
-22.9227,-51.6672,-1.17117,14,15,-113.925,56.536
-13.9408,-49.957,-1.37988,9,16,-105.592,51.884
-18.0449,-50.2372,-1.7372,12,17,-109.758,53.408
-22.4082,-50.5075,-2.12363,8,18,-113.925,55.296
-11.2479,-40.307,-1.85341,1,19,-105.592,41.888
-12.357,-34.4019,-1.83638,1,20,-109.758,36.6
-13.5384,-30.5151,-1.87284,1,21,-113.925,33.436
-6.96109,-24.9452,-1.60577,3,22,-105.592,25.948
-8.02435,-22.3399,-1.61241,3,23,-109.758,23.792
-8.86534,-19.9822,-1.61338,3,24,-113.925,21.92
-4.88073,-17.4902,-1.44695,5,25,-105.592,18.216
-5.77168,-16.0684,-1.46161,6,26,-109.758,17.136
-6.55213,-14.7683,-1.47803,4,27,-113.925,16.224
-3.77739,-13.5364,-1.36855,5,28,-105.592,14.12
-4.54623,-12.6567,-1.38905,6,29,-109.758,13.52
-3.75738,-10.4606,-1.34486,7,30,-109.758,11.196
-3.20245,-8.91564,-1.31369,6,31,-109.758,9.564
-2.7961,-7.78435,-1.29465,7,32,-109.758,8.372
-2.4871,-6.92409,-1.28152,7,33,-109.758,7.468
-2.22961,-6.20726,-1.26628,7,34,-109.758,6.716
-2.02615,-5.64081,-1.25673,7,35,-109.758,6.124
-1.83804,-5.11712,-1.2363,15,36,-109.758,5.576
-1.69816,-4.7277,-1.23071,11,37,-109.758,5.172
-1.19994,-3.34065,-1.20321,11,38,-109.758,3.748
-0.87076,-2.4242,-1.18655,11,39,-109.758,2.836
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-20.9956,-57.8168,2.3544,2,5,-109.958,61.556
-64.5585,-144.154,5.10724,10,6,-114.125,158.032
-15.7801,-55.7952,1.53351,14,7,-105.792,58.004
-20.2189,-55.678,1.21701,13,8,-109.958,59.248
-24.9706,-55.7573,0.894658,17,9,-114.125,61.1
-15.2189,-53.8111,0.488976,15,10,-105.792,55.924
-19.5719,-53.8961,0.164111,9,11,-109.958,57.34
-24.1198,-53.8574,-0.17815,13,12,-114.125,59.012
-14.7497,-52.1522,-0.483361,15,13,-105.792,54.2
-18.8913,-52.022,-0.820152,12,14,-109.958,55.352
-23.1798,-51.7584,-1.17506,13,15,-114.125,56.724
-14.1357,-49.9811,-1.3819,8,16,-105.792,51.96
-18.2475,-50.2491,-1.7398,12,17,-109.958,53.488
-22.6301,-50.5311,-2.12794,8,18,-114.125,55.408
-11.4179,-40.3713,-1.85818,1,19,-105.792,41.996
-12.5629,-34.5952,-1.84902,1,20,-109.958,36.852
-13.6693,-30.5223,-1.8762,1,21,-114.125,33.496
-7.04486,-24.9092,-1.60503,3,22,-105.792,25.936
-8.11999,-22.3605,-1.61593,3,23,-109.958,23.844
-8.92199,-19.922,-1.61103,3,24,-114.125,21.888
-4.95044,-17.5038,-1.44949,5,25,-105.792,18.248
-5.83862,-16.0781,-1.46434,5,26,-109.958,17.168
-6.60364,-14.7454,-1.47803,4,27,-114.125,16.224
-3.83653,-13.5652,-1.37281,5,28,-105.792,14.164
-4.58359,-12.6221,-1.38699,8,29,-109.958,13.5
-3.80608,-10.481,-1.34918,7,30,-109.958,11.232
-3.24031,-8.92303,-1.31643,5,31,-109.958,9.584
-2.8219,-7.77083,-1.29404,8,32,-109.958,8.368
-2.49645,-6.87463,-1.27397,9,33,-109.958,7.424
-2.24724,-6.18836,-1.26402,13,34,-109.958,6.704
-2.04182,-5.62266,-1.25426,11,35,-109.958,6.112
-1.86388,-5.13267,-1.24162,15,36,-109.958,5.6
-1.71598,-4.7254,-1.23166,9,37,-109.958,5.176
-1.2103,-3.33288,-1.20192,7,38,-109.958,3.744
-0.874257,-2.40749,-1.17986,12,39,-109.958,2.82
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-20.9956,-57.8168,2.3544,2,5,-109.958,61.556
-26.6123,-59.423,2.10531,1,6,-114.125,65.144
-15.7801,-55.7952,1.53351,14,7,-105.792,58.004
-20.2189,-55.678,1.21701,13,8,-109.958,59.248
-24.9706,-55.7573,0.894658,17,9,-114.125,61.1
-15.2189,-53.8111,0.488976,15,10,-105.792,55.924
-19.5719,-53.8961,0.164111,9,11,-109.958,57.34
-24.1198,-53.8574,-0.17815,13,12,-114.125,59.012
-14.7497,-52.1522,-0.483361,15,13,-105.792,54.2
-18.8913,-52.022,-0.820152,12,14,-109.958,55.352
-23.1798,-51.7584,-1.17506,13,15,-114.125,56.724
-14.1357,-49.9811,-1.3819,8,16,-105.792,51.96
-18.2475,-50.2491,-1.7398,12,17,-109.958,53.488
-22.6301,-50.5311,-2.12794,8,18,-114.125,55.408
-11.4179,-40.3713,-1.85818,1,19,-105.792,41.996
-12.5629,-34.5952,-1.84902,1,20,-109.958,36.852
-13.6693,-30.5223,-1.8762,1,21,-114.125,33.496
-7.04486,-24.9092,-1.60503,3,22,-105.792,25.936
-8.11999,-22.3605,-1.61593,3,23,-109.958,23.844
-8.92199,-19.922,-1.61103,3,24,-114.125,21.888
-4.95044,-17.5038,-1.44949,5,25,-105.792,18.248
-5.83862,-16.0781,-1.46434,5,26,-109.958,17.168
-6.60364,-14.7454,-1.47803,4,27,-114.125,16.224
-3.83653,-13.5652,-1.37281,5,28,-105.792,14.164
-4.58359,-12.6221,-1.38699,8,29,-109.958,13.5
-3.80608,-10.481,-1.34918,7,30,-109.958,11.232
-3.24031,-8.92303,-1.31643,5,31,-109.958,9.584
-2.8219,-7.77083,-1.29404,8,32,-109.958,8.368
-2.49645,-6.87463,-1.27397,9,33,-109.958,7.424
-2.24724,-6.18836,-1.26402,13,34,-109.958,6.704
-2.04182,-5.62266,-1.25426,11,35,-109.958,6.112
-1.86388,-5.13267,-1.24162,15,36,-109.958,5.6
-1.71598,-4.7254,-1.23166,9,37,-109.958,5.176
-1.2103,-3.33288,-1.20192,7,38,-109.958,3.744
-0.874257,-2.40749,-1.17986,12,39,-109.958,2.82
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-44.1935,-120.387,4.90861,2,5,-110.158,128.336
-65.0596,-143.924,5.10711,12,6,-114.325,158.028
-15.9891,-55.7897,1.53488,14,7,-105.992,58.056
-20.4352,-55.6671,1.21832,12,8,-110.158,59.312
-25.2261,-55.8046,0.896825,18,9,-114.325,61.248
-15.4309,-53.8423,0.489745,14,10,-105.992,56.012
