elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
1.56067,20.9361,12.0249,1.69022,33.3296,18.3879,1.71981,13.9315,0.0295912,4.83517,0,0.30097,7.42332,0.46142,0.443877,233.429993,255.000000,244.214996,837.000000,377.306,405.072,391.189,1530.56,146.974,693.561
1.58091,20.8932,12.3517,1.71201,33.1926,18.9847,1.75426,13.974,0.0422495,5.98661,0,0.306217,7.79802,0.444031,0.42882,239.600006,247.429993,243.514999,1005.000000,397.166,423.899,410.532,1589.28,167.017,584.279
1.60106,20.8002,12.8854,1.7428,33.0284,19.6102,1.78877,13.9554,0.0459624,5.37343,0,0.2797,8.08018,0.44631,0.432873,255.470001,269.510010,262.490005,976.000000,411.529,438.369,424.949,1645.87,162.459,669.866
1.62119,20.703,13.2815,1.76016,32.8407,20.239,1.8232,13.9903,0.0630318,6.31323,0,0.298804,8.38125,0.456084,0.443201,261.290009,282.869995,272.080002,1068.000000,428.001,455.564,441.783,1606.23,169.703,538.231
1.64137,20.6151,13.6411,1.78148,32.6221,20.8873,1.8591,14.0241,0.07762,5.9693,0,0.354829,8.58058,0.474654,0.455813,207.190002,285.450012,246.320007,1038.000000,436.979,465.289,451.134,1799.92,204.814,761.918
1.66158,20.4997,14.143,1.8062,32.3706,21.5493,1.89691,13.9918,0.0907059,6.25098,0,0.275602,8.87201,0.502875,0.487869,275.510010,301.640015,288.575012,980.000000,452.446,482.742,467.594,1763.69,179.019,783.693
1.6817,20.37,14.5873,1.83205,32.0836,22.2195,1.93751,13.9806,0.105461,6.65496,0,0.380842,9.18165,0.548752,0.528756,276.850006,305.769989,291.309998,1148.000000,467.304,500.011,483.658,1833.45,192.348,685.453
1.70192,20.2327,15.073,1.8602,31.758,22.8934,1.98139,13.928,0.121194,6.43618,0,0.373353,9.35721,0.591669,0.568187,325.179993,383.790009,354.485001,1152.000000,476.145,511.332,493.738,1869.11,139.253,717.109
1.72213,20.0816,15.5205,1.88411,31.3927,23.5634,2.02861,13.8791,0.1445,6.51699,0,0.389491,9.5622,0.641922,0.614873,293.290009,318.070007,305.680008,1126.000000,486.05,524.094,505.072,1906.24,199.392,780.242
1.74225,19.9019,16.0421,1.92197,30.9815,24.2312,2.07978,13.7774,0.157815,6.39033,0,0.439848,9.80681,0.687235,0.656926,300.339996,317.739990,309.039993,1152.000000,497.347,537.916,517.631,2009.12,208.591,857.115
